numeroMuseo	numeroCampo	reino	filum	clase	orden	familia	genero	especie	continente	pais	provincia	canton	parroquia	localidad	localidadVerbatim	fuenteCoordenadas	altitudMax	altitudMin	datum	latitude	longitude	estadoDeterminacion	fechaInicioColeccion	fechaFinColeccion	fechaVerbatim	subespecie	variedad	forma	colector	fechaIdentificacion	tejidos	tipo	cita
QCA24295	2257	Plantae	Tracheophyta	Liliopsida	Poales	Bromeliaceae	Guzmania	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Parque Nacional Sumaco, Galeras, southern slope of Sumaco volcano.	Parque Nacional Sumaco, Galeras, southern slope of Sumaco volcano. 0°37''' 77°35''' -0.616667,-77.5833 SW 1600 		1600			-0.616667	-77.5833		2006-04-07T00:00:00	2006-04-07T00:00:00					J. Homeier		0			
QCA248599	5002A	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Ficus	citrifolia		Ecuador	Napo	Desconocido	Desconocido	Area of the Yanayacu biological station, 3 km SW of Cosanga.	Area of the Yanayacu biological station, 3 km SW of Cosanga. -0.6 -77.88333333333334 2380		2380			-0.6	-77.88333333333334		2012-04-11T00:00:00	2012-04-11T00:00:00					J. Homeier		0			
QCA25715	3590	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Burseraceae	Protium	aracouchini		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galleras.	Galeras, Cordillera Galleras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1600 		1600			-0.833333	-77.5333		2008-04-01T00:00:00	2008-04-01T00:00:00					J. Homeier		0			
QCA25716	3601	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Burseraceae	Protium	aracouchini		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1590 		1590			-0.833333	-77.5333		2008-04-02T00:00:00	2008-04-02T00:00:00					J. Homeier		0			
QCA26028	3803	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Burseraceae	Tetragastris	panamensis		Ecuador	Napo	Desconocido	Desconocido	Area of the Biological Station Jatun Sacha.	Area of the Biological Station Jatun Sacha. 1°4''' 77°37''' -1.06667,-77.6167 SW 420 		420			-1.06667	-77.6167		2008-04-09T00:00:00	2008-04-09T00:00:00					J. Homeier		0			
QCA2700	2274	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Viburnum	triphyllum		Ecuador	Napo	Archidona	Cotundo	Parque Nacional Sumaco Galeras, southern slope of Sumaco volcano.	Parque Nacional Sumaco Galeras, southern slope of Sumaco volcano. 0°34''' 77°36''' -0.566667,-77.6 SW 2490 		2490		WGS 84	-0.576025	-77.61330499999997		2006-04-08T00:00:00	2006-04-08T00:00:00					J. Homeier		0			
QCA27105	2276	Plantae	Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Centropogon	Indeterminado		Ecuador	Napo	Archidona	Cotundo	Parque Nacional Sumaco-Galeras, southern slope of Sumaco volcano.	Parque Nacional Sumaco-Galeras, southern slope of Sumaco volcano. 0°34''' 77°35''' -0.566667,-77.5833 SW 2490 		2490		WGS 84	-0.576025	-77.61330299999997		2006-04-08T00:00:00	2006-04-08T00:00:00					J. Homeier		0			
QCA30858	2302	Plantae	Tracheophyta	Magnoliopsida	Chloranthales	Chloranthaceae	Hedyosmum	anisodorum		Ecuador	Napo	Desconocido	Desconocido	Coordillera Galeras.	Coordillera Galeras. 0°50'0'' 77°32'0'' -0.833333,-77.5333 SW 1570 		1570			-0.833333	-77.5333		2006-04-14T00:00:00	2006-04-14T00:00:00					J. Homeier		0			
QCA31251	2315	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Chrysobalanaceae	Licania	macrocarpa		Ecuador	Napo	Desconocido	Desconocido	Parque Nacional Sumaco Galeras, Cordillera Galleras.	Parque Nacional Sumaco Galeras, Cordillera Galleras. 0°50'0'' 77°32'0'' -0.833333,-77.5333 SW 1560 		1560			-0.833333	-77.5333		2006-04-14T00:00:00	2006-04-14T00:00:00					J. Homeier		0			
QCA31276	 3567	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Chrysobalanaceae	Couepia	chrysocalyx		Ecuador	Napo	Desconocido	Desconocido	Cordilleraa Galleras.	Cordilleraa Galleras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1560 		1560			-0.833333	-77.5333		2008-04-01T00:00:00	2008-04-01T00:00:00					J. Homeier		0			
QCA31505	3627	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Chrysobalanaceae	Licania	harlingii		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galleras.	Galeras, Cordillera Galleras. 0°49''' 77°33''' -0.816667,-77.55 SW 1560 		1560			-0.816667	-77.55		2008-04-02T00:00:00	2008-04-02T00:00:00					J. Homeier		0			
QCA31990	2204	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Clusiaceae	Chrysochlamys	macrophylla		Ecuador	Napo	Desconocido	Desconocido	Cordillera de Guacamayos, Cosanga hacia Tena.	Cordillera de Guacamayos, Cosanga hacia Tena. 0°41'0'' 77°48'0'' -0.683333,-77.8 SW 1610 		1610			-0.683333	-77.8		2006-03-31T00:00:00	2006-03-31T00:00:00					J. Homeier		0			
QCA32005	2223	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Clusiaceae	Chrysochlamys	membranacea		Ecuador	Napo	Desconocido	Desconocido	Cordillera de los Guacamayos, 6km SE of Cosanga.	Cordillera de los Guacamayos, 6km SE of Cosanga. 0°38''' 77°50''' -0.633333,-77.8333 SW 1990 		1990			-0.633333	-77.8333		2006-04-01T00:00:00	2006-04-01T00:00:00					J. Homeier		0			
QCA32208	2217	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Clusiaceae	Clusia	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera de los Guacamayos, 6km SE of Cosanga.	Cordillera de los Guacamayos, 6km SE of Cosanga. 0°38''' 77°50''' -0.633333,-77.8333 SW 2160 		2160			-0.633333	-77.8333		2006-03-31T00:00:00	2006-03-31T00:00:00					J. Homeier		0			
QCA32209	2292	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Clusiaceae	Clusia	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°49''' 77°34''' -0.816667,-77.5667 SW 1160 		1160			-0.816667	-77.5667		2006-04-13T00:00:00	2006-04-13T00:00:00					J. Homeier		0			
QCA32210	2319	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Clusiaceae	Clusia	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordikkera Galleras.	Galeras, Cordikkera Galleras. 0°49''' 77°32''' -0.816667,-77.5333 SW 1560 		1560			-0.816667	-77.5333		2006-04-14T00:00:00	2006-04-14T00:00:00					J. Homeier		0			
QCA33000	3565	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Clusiaceae	Garcinia	madruno		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galleras.	Cordillera Galleras. 0°49''' 77°32''' -0.816667,-77.5333 SW 1560 		1560			-0.816667	-77.5333		2008-04-01T00:00:00	2008-04-01T00:00:00					J. Homeier		0			
QCA33067	3814	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Clusiaceae	Marila	tomentosa		Ecuador	Napo	Desconocido	Desconocido	Area of the Biological Station Jatun Sacha.	Area of the Biological Station Jatun Sacha. 1°4''' 77°37''' -1.06667,-77.6167 SW 420 		420			-1.06667	-77.6167		2008-04-09T00:00:00	2008-04-09T00:00:00					J. Homeier		0			
QCA35632	3607	Plantae	Tracheophyta	Magnoliopsida	Oxalidales	Cunoniaceae	Weinmannia	sorbifolia		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1590 		1590			-0.833333	-77.5333		2008-04-02T00:00:00	2008-04-02T00:00:00					J. Homeier		0			
QCA35898	2339	Plantae	Tracheophyta	Liliopsida	Pandanales	Cyclanthaceae	Dicranopygium	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Parque Nacional Sumac- Galeras, Cordillera Galleras. Río Chiriyacu.	Parque Nacional Sumac- Galeras, Cordillera Galleras. Río Chiriyacu. 0°50''' 77°34''' -0.833333,-77.5667 SW 1080 		1080			-0.833333	-77.5667		2006-04-15T00:00:00	2006-04-15T00:00:00					J. Homeier		0			
QCA38487	3580	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Dichapetalaceae	Indeterminado	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galleras.	Cordillera Galleras. 0°49''' 77°32''' -0.816667,-77.5333 SW 1600 		1600			-0.816667	-77.5333		2008-04-01T00:00:00	2008-04-01T00:00:00					J. Homeier		0			
QCA44540	3802	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Bauhinia	rutilans		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50''' 77°34''' -0.833333,-77.5667 SW 1180 		1180			-0.833333	-77.5667		2008-04-07T00:00:00	2008-04-07T00:00:00					J. Homeier		0			
QCA51326	2352	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Lacistemataceae	Lacistema	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Parque Nacional Sumaco Galeras, Cordillera Galeras.	Parque Nacional Sumaco Galeras, Cordillera Galeras. 0°49'0'' 77°35'0'' -0.816667,-77.5833 SW 1060 		1060			-0.816667	-77.5833		2006-04-16T00:00:00	2006-04-16T00:00:00					J. Homeier		0			
QCA52528	3609	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Aniba	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1590 		1590			-0.833333	-77.5333		2008-04-02T00:00:00	2008-04-02T00:00:00					J. Homeier		0			
QCA52786	2305	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Licaria	cannella		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1570 		1570			-0.833333	-77.5333		2006-04-14T00:00:00	2006-04-14T00:00:00					J. Homeier	2009-01-01T00:00:00	0			
QCA52929	2252	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Indeterminado	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Southern slope of Sumaco volcano.	Southern slope of Sumaco volcano. 0°37''' 77°35''' -0.616667,-77.5833 SW 1610 		1610			-0.616667	-77.5833		2006-04-07T00:00:00	2006-04-07T00:00:00					J. Homeier		0			
QCA52930	2318	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Indeterminado	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1560 		1560			-0.833333	-77.5333		2006-04-14T00:00:00	2006-04-14T00:00:00					J. Homeier		0			
QCA53112	3805	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Licaria	cannella		Ecuador	Napo	Desconocido	Desconocido	Area of the Biological Station Jatun Sacha.	Area of the Biological Station Jatun Sacha. 1°4''' 77°37''' -1.06667,-77.6167 SW 420 		420			-1.06667	-77.6167		2008-04-09T00:00:00	2008-04-09T00:00:00					J. Homeier		0			
QCA5319	3572	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Anacardiaceae	Tapirira	guianensis		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galleras.	Galeras, Cordillera Galleras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1560 		1560			-0.833333	-77.5333		2008-04-01T00:00:00	2008-04-01T00:00:00					J. Homeier		0			
QCA5320	3584	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Anacardiaceae	Tapirira	guianensis		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galleras.	Galeras, Cordillera Galleras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1600 		1600			-0.833333	-77.5333		2008-04-01T00:00:00	2008-04-01T00:00:00					J. Homeier		0			
QCA5321	3626	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Anacardiaceae	Tapirira	guianensis		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galleras.	Galeras, Cordillera Galleras. 0°49''' 77°33''' -0.816667,-77.55 SW 1560 		1560			-0.816667	-77.55		2008-04-02T00:00:00	2008-04-02T00:00:00					J. Homeier		0			
QCA53537	2298	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1570 		1570			-0.833333	-77.5333		2006-04-14T00:00:00	2006-04-14T00:00:00					J. Homeier		0			
QCA53538	3577	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galleras.	Galeras, Cordillera Galleras. 0°50''' 77°33''' -0.833333,-77.55 SW 1600 		1600			-0.833333	-77.55		2008-04-01T00:00:00	2008-04-01T00:00:00					J. Homeier		0			
QCA53539	3616	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1560 		1560			-0.833333	-77.5333		2008-04-02T00:00:00	2008-04-02T00:00:00					J. Homeier		0			
QCA53540	3630	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1560 		1560			-0.833333	-77.5333		2008-04-02T00:00:00	2008-04-02T00:00:00					J. Homeier		0			
QCA53541	3631	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1560 		1560			-0.833333	-77.5333		2008-04-02T00:00:00	2008-04-02T00:00:00					J. Homeier		0			
QCA53692	3608	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea	aciphylla		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1590 		1590			-0.833333	-77.5333		2008-04-02T00:00:00	2008-04-02T00:00:00					J. Homeier		0			
QCA5371	3808	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Anacardiaceae	Tapirira	obtusa		Ecuador	Napo	Desconocido	Desconocido	Area of the Biological Station Jatun Sacha.	Area of the Biological Station Jatun Sacha. 1°4''' 77°37''' -1.06667,-77.6167 SW 420 		420			-1.06667	-77.6167		2008-04-09T00:00:00	2008-04-09T00:00:00					J. Homeier		0			
QCA53901	2306	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea	longifolia		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1570 		1570			-0.833333	-77.5333		2006-04-14T00:00:00	2006-04-14T00:00:00					J. Homeier		0			
QCA53902	3569	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea	longifolia		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galleras.	Galeras, Cordillera Galleras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1560 		1560			-0.833333	-77.5333		2008-04-01T00:00:00	2008-04-01T00:00:00					J. Homeier		0			
QCA53903	3620	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea	longifolia		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°48''' 77°32''' -0.8,-77.5333 SW 1560 		1560			-0.8	-77.5333		2008-04-02T00:00:00	2008-04-02T00:00:00					J. Homeier	2000-01-01T00:00:00	0			
QCA53904	3640	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea	longifolia		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1560 		1560			-0.833333	-77.5333		2008-04-03T00:00:00	2008-04-03T00:00:00					J. Homeier		0			
QCA53940	3576	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea	quixos		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galleras.	Galeras, Cordillera Galleras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1600 		1600			-0.833333	-77.5333		2008-04-01T00:00:00	2008-04-01T00:00:00					J. Homeier		0			
QCA53941	3903	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea	quixos		Ecuador	Napo	Desconocido	Desconocido	Area of Selva Viva Reserve.	Area of Selva Viva Reserve. 1°4''' 77°31''' -1.06667,-77.5167 SW 510 		510			-1.06667	-77.5167		2008-04-11T00:00:00	2008-04-11T00:00:00					J. Homeier		0			
QCA54012	3582	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea	subrutilans		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galleras.	Galeras, Cordillera Galleras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1600 		1600			-0.833333	-77.5333		2008-04-01T00:00:00	2008-04-01T00:00:00					J. Homeier		0			
QCA54013	3615	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea	subrutilans		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1590 		1590			-0.833333	-77.5333		2008-04-02T00:00:00	2008-04-02T00:00:00					J. Homeier		0			
QCA54205	3621	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Persea	pseudofasciculata		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1560 		1560			-0.833333	-77.5333		2008-04-02T00:00:00	2008-04-02T00:00:00					J. Homeier		0			
QCA54511	2236	Plantae	Tracheophyta	Magnoliopsida	Ericales	Lecythidaceae	Eschweilera	caudiculata		Ecuador	Napo	Desconocido	Desconocido	Cordillera de Guacamayos, ca. 6 km SE of Cosanga.	Cordillera de Guacamayos, ca. 6 km SE of Cosanga. 0°38''' 77°50''' -0.633333,-77.8333 SW 1990 1990		1990	1990		-0.633333	-77.8333		2006-04-01T00:00:00	2006-04-01T00:00:00					J. Homeier		0			
QCA5619	2347	Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae	Cremastosperma	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galeras.	Galeras, Cordillera Galeras. 0°49''' 77°35''' -0.816667,-77.5833 SW 1210 		1210			-0.816667	-77.5833		2006-04-16T00:00:00	2006-04-16T00:00:00					J. Homeier		0			
QCA58351	2205	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Blakea	spruceana		Ecuador	Napo	Desconocido	Desconocido	Cordillera de los Guacamayos, close to road Cosanga-Tena.	Cordillera de los Guacamayos, close to road Cosanga-Tena. 0°40''' 77°48''' -0.666667,-77.8 SW 1610 		1610			-0.666667	-77.8		2006-03-31T00:00:00	2006-03-31T00:00:00					J. Homeier		0			
QCA58352	2215	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Blakea	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera de los Guacamayos, close to road Cosanga-Tena.	Cordillera de los Guacamayos, close to road Cosanga-Tena. 0°40''' 77°48''' -0.666667,-77.8 SW 1450 		1450			-0.666667	-77.8		2006-03-31T00:00:00	2006-03-31T00:00:00					J. Homeier		0			
QCA58419	3801	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Blakea	ciliata		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50''' 77°34''' -0.833333,-77.5667 SW 1130 		1130			-0.833333	-77.5667		2008-04-04T00:00:00	2008-04-04T00:00:00					J. Homeier		0			
QCA5852	2261	Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae	Guatteria	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Parque Nacional Sumaco-Galeras, southern slope of Sumaco volcano.	Parque Nacional Sumaco-Galeras, southern slope of Sumaco volcano. 0°36'0'' 77°35'0'' -0.6,-77.5833 SW 1730 		1730			-0.6	-77.5833		2006-04-07T00:00:00	2006-04-07T00:00:00					J. Homeier		0			
QCA5853	2338	Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae	Guatteria	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Parque Nacional Sumaco-Galeras, Coordillera Galeras.	Parque Nacional Sumaco-Galeras, Coordillera Galeras. 0°49'0'' 77°33'0'' -0.816667,-77.55 SW 1210 		1210			-0.816667	-77.55		2006-04-15T00:00:00	2006-04-15T00:00:00					J. Homeier		0			
QCA5854	3633	Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae	Guatteria	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galleras.	Galeras, Cordillera Galleras. 0°49''' 77°33''' -0.816667,-77.55 SW 1450 		1450			-0.816667	-77.55		2008-04-03T00:00:00	2008-04-03T00:00:00					J. Homeier		0			
QCA59586	2342	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Conostegia	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Parque Nacional Sumaco Galeras, Cordillera Galeras.	Parque Nacional Sumaco Galeras, Cordillera Galeras. 0°50''' 77°34''' -0.833333,-77.5667 SW 1080 		1080			-0.833333	-77.5667		2006-04-15T00:00:00	2006-04-15T00:00:00					J. Homeier		0			
QCA5974	3644	Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae	Guatteria	asplundiana		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galleras.	Cordillera Galleras. 0°49'7'' 77°32'2'' -0.818611,-77.5339 SW 1570 		1570			-0.818611	-77.5339		2008-04-03T00:00:00	2008-04-03T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA60255	2285	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia	Indeterminado		Ecuador	Napo	Archidona	Cotundo	Parque Nacional Sumaco-Galeras, southern slope of Sumaco volcano.	Parque Nacional Sumaco-Galeras, southern slope of Sumaco volcano. 0°34'0'' 77°35'0'' -0.566667,-77.5833 SW 2030 		2030		WGS 84	-0.576025	-77.61330199999998		2006-04-08T00:00:00	2006-04-08T00:00:00					J. Homeier		0			
QCA60272	2202	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Meriania	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera de los Guacamayos, close to road Cosanga-Tena.	Cordillera de los Guacamayos, close to road Cosanga-Tena. 0°40''' 77°48''' -0.666667,-77.8 SW 1600 		1600			-0.666667	-77.8		2006-03-31T00:00:00	2006-03-31T00:00:00					J. Homeier		0			
QCA60273	2246	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Meriania	kirkbridei		Ecuador	Napo	Desconocido	Desconocido	Parque Nacional Sumaco-Galeras, southern slope of Sumaco volcano.	Parque Nacional Sumaco-Galeras, southern slope of Sumaco volcano. 0°35''' 77°35''' -0.583333,-77.5833 SW 1910 		1910			-0.583333	-77.5833		2006-04-06T00:00:00	2006-04-06T00:00:00					J. Homeier		0			
QCA60284	2228	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Meriania	amplexicaulis		Ecuador	Napo	Desconocido	Desconocido	Cordillera de Guacamayos, ca 6 km SE of Cosanga.	Cordillera de Guacamayos, ca 6 km SE of Cosanga. 0°38'0'' 77°50'0'' -0.633333,-77.8333 SW 1990 		1990			-0.633333	-77.8333		2006-04-01T00:00:00	2006-04-01T00:00:00					J. Homeier		0			
QCA6063	3902	Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae	Guatteria	multivenia		Ecuador	Napo	Desconocido	Desconocido	Area of the Selva Viva reserve.	Area of the Selva Viva reserve. 1°4''' 77°31''' -1.06667,-77.5167 SW 510 		510			-1.06667	-77.5167		2008-04-11T00:00:00	2008-04-11T00:00:00					J. Homeier		0			
QCA60672	2267	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Parque Nacional Sumaco Galeras, southern slope of Sumaco Volcano.	Parque Nacional Sumaco Galeras, southern slope of Sumaco Volcano. 0°35'0'' 77°35'0'' -0.583333,-77.5833 SW 1920 		1920			-0.583333	-77.5833		2006-04-08T00:00:00	2006-04-08T00:00:00					J. Homeier		0			
QCA6085	3819	Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae	Guatteria	pastazae		Ecuador	Napo	Desconocido	Desconocido	Area of the Biological Station Jatun Sacha.	Area of the Biological Station Jatun Sacha. 1°4''' 77°37''' -1.06667,-77.6167 SW 420 		420			-1.06667	-77.6167		2008-04-09T00:00:00	2008-04-09T00:00:00					J. Homeier		0			
QCA62024	3815	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia	elata		Ecuador	Napo	Desconocido	Desconocido	Area of the Biological Station Jatun Sacha.	Area of the Biological Station Jatun Sacha. 1°4''' 77°37''' -1.06667,-77.6167 SW 420 		420			-1.06667	-77.6167		2008-04-09T00:00:00	2008-04-09T00:00:00					J. Homeier		0			
QCA62847	3604	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia	punctata		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1590 		1590			-0.833333	-77.5333		2008-04-02T00:00:00	2008-04-02T00:00:00					J. Homeier		0			
QCA63761	3624	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Ossaea	laxivenula		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50'0'' 77°32'0'' -0.833333,-77.5333 SW 1560 		1560			-0.833333	-77.5333		2008-04-02T00:00:00	2008-04-02T00:00:00					J. Homeier		0			
QCA63914	2330	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae	Quipuanthus	epipetricus		Ecuador	Napo	Desconocido	Desconocido	Parque Nacional Sumaco-Galeras, Coordillera Galeras.	Parque Nacional Sumaco-Galeras, Coordillera Galeras. 0°50'0'' 77°33'0'' -0.833333,-77.55 SW 1080 		1080			-0.833333	-77.55		2006-04-15T00:00:00	2006-04-15T00:00:00					J. Homeier		0			
QCA68860	2324	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Epidendrum	opiranthizon		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50''' 77°34''' -0.833333,-77.5667 SW 1160 		1160			-0.833333	-77.5667		2006-04-15T00:00:00	2006-04-15T00:00:00					J. Homeier		0			
