numeroMuseo	numeroCampo	reino	filum	clase	orden	familia	genero	especie	continente	pais	provincia	canton	parroquia	localidad	localidadVerbatim	fuenteCoordenadas	altitudMax	altitudMin	datum	latitude	longitude	estadoDeterminacion	fechaInicioColeccion	fechaFinColeccion	fechaVerbatim	subespecie	variedad	forma	colector	fechaIdentificacion	tejidos	tipo	cita
QCA68861	2325	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Epidendrum	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50''' 77°34''' -0.833333,-77.5667 SW 1180 		1180			-0.833333	-77.5667		2004-04-15T00:00:00	2006-04-15T00:00:00					J. Homeier		0			
QCA70046	3632	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Maxillaria	alpestris		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galleras.	Cordillera Galleras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1590 		1590			-0.833333	-77.5333		2008-04-02T00:00:00	2008-04-02T00:00:00					J. Homeier		0			
QCA70642	3598	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Anathallis	dolichopus		Ecuador	Napo	Desconocido	Desconocido	Parque Nacional Sumaco, Galeras, Cordillera Galleras.	Parque Nacional Sumaco, Galeras, Cordillera Galleras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1600 		1600			-0.833333	-77.5333		2008-04-01T00:00:00	2008-04-01T00:00:00					J. Homeier		0			
QCA732	3611	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Ladenbergia	acutifolia		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1590 		1590			-0.833333	-77.5333		2008-04-02T00:00:00	2008-04-02T00:00:00					J. Homeier		0			
QCA734	2219	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Palicourea	cutucuana		Ecuador	Napo	Desconocido	Desconocido	Cordillera de los Guacamayos 6km SE of Cosanga.	Cordillera de los Guacamayos 6km SE of Cosanga. 0°38''' 77°50''' -0.633333,-77.8333 SW 1970 		1970			-0.633333	-77.8333		2006-04-01T00:00:00	2006-04-01T00:00:00					J. Homeier		0			
QCA74587	2241	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Piper	lineolatifolium		Ecuador	Napo	Desconocido	Desconocido	Parque Nacional Sumaco-Galeras, southern slope of Sumaco volcano.	Parque Nacional Sumaco-Galeras, southern slope of Sumaco volcano. 0°36'0'' 77°35'0'' -0.6,-77.5833 SW 1780 		1780			-0.6	-77.5833		2006-04-06T00:00:00	2006-04-06T00:00:00					J. Homeier		0			
QCA74588	2275	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Piper	ecuadorense		Ecuador	Napo	Archidona	Cotundo	Parque Nacional Sumaco Galeras, southern slope of Sumaco volcano.	Parque Nacional Sumaco Galeras, southern slope of Sumaco volcano. 0°34'0'' 77°35'0'' -0.566667,-77.5833 SW 2470 		2470		WGS 84	-0.576025	-77.61330199999998		2006-04-08T00:00:00	2006-04-08T00:00:00					J. Homeier		0			
QCA74589	2303	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Piper	arboreum		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galeras.	Galeras, Cordillera Galeras. 0°50'0'' 77°3'0'' -0.833333,-77.05 SW 1570 		1570			-0.833333	-77.05		2006-04-14T00:00:00	2006-04-14T00:00:00					J. Homeier		0			
QCA74590	2328	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Piper	macrotrichum		Ecuador	Napo	Desconocido	Desconocido	Parque Nacional Sumaco-Galeras, Coordillera Galeras.	Parque Nacional Sumaco-Galeras, Coordillera Galeras. 0°50'0'' 77°33'0'' -0.833333,-77.55 SW 1100 		1100			-0.833333	-77.55		2006-04-15T00:00:00	2006-04-15T00:00:00					J. Homeier		0			
QCA74591	2376	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Piper	brachystylum		Ecuador	Napo	Desconocido	Desconocido	Coordillera de los Guacamayos, ca. 6 km SE of Cosanga.	Coordillera de los Guacamayos, ca. 6 km SE of Cosanga. 0°38'0'' 77°50'0'' -0.633333,-77.8333 SW 1930 		1930			-0.633333	-77.8333		2006-10-05T00:00:00	2006-10-05T00:00:00					J. Homeier		0			
QCA74592	2377	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Piper	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera de los Guacamayos, ca. 6 km SE of Cosanga.	Cordillera de los Guacamayos, ca. 6 km SE of Cosanga. 0°38'0'' 77°50'0'' -0.633333,-77.8333 SW 1960 		1960			-0.633333	-77.8333		2006-10-05T00:00:00	2006-10-05T00:00:00					J. Homeier		0			
QCA74593	2405	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Piper	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Hakuna Matata private lodge, ca. 5 km NE of Archidona.	Hakuna Matata private lodge, ca. 5 km NE of Archidona. 0°53''' 77°5''' -0.883333,-77.0833 SW 1000 		1000			-0.883333	-77.0833		2006-10-15T00:00:00	2006-10-15T00:00:00					J. Homeier		0			
QCA74594	2417	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Piper	immutatum		Ecuador	Napo	Desconocido	Desconocido	Hakuna Matata private lodge, ca. 5 km NE of Archidona.	Hakuna Matata private lodge, ca. 5 km NE of Archidona. 0°53''' 77°5''' -0.883333,-77.0833 SW 860 		860			-0.883333	-77.0833		2006-10-15T00:00:00	2006-10-15T00:00:00					J. Homeier		0			
QCA74595	2418	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Piper	cuniculorum		Ecuador	Napo	Desconocido	Desconocido	Hakuna Matata private lodge, ca. 5 km NE of Archidona.	Hakuna Matata private lodge, ca. 5 km NE of Archidona. 0°53''' 77°5''' -0.883333,-77.0833 SW 800 		800			-0.883333	-77.0833		2006-10-15T00:00:00	2006-10-15T00:00:00					J. Homeier		0			
QCA74596	2449	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Piper	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Hakuna Matata private lodge, ca. 5 km NE of Archidona.	Hakuna Matata private lodge, ca. 5 km NE of Archidona. 0°53''' 77°5''' -0.883333,-77.0833 SW 1050 		1050			-0.883333	-77.0833		2006-10-17T00:00:00	2006-10-17T00:00:00					J. Homeier		0			
QCA7772	2348	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Tabernaemontana	sananho		Ecuador	Napo	Desconocido	Desconocido	Coordillera Galeras.	Coordillera Galeras. 0°49''' 77°35''' -0.816667,-77.5833 SW 1060 		1060			-0.816667	-77.5833		2006-04-16T00:00:00	2006-04-16T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA91407	3587	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	debilis		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galleras.	Cordillera Galleras. 0°49''' 77°32''' -0.816667,-77.5333 SW 1600 		1600			-0.816667	-77.5333		2008-04-01T00:00:00	2008-04-01T00:00:00					J. Homeier	2009-01-01T00:00:00	0			
QCA91408	3629	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galleras.	Galeras, Cordillera Galleras. 0°49''' 77°33''' -0.816667,-77.55 SW 1560 		1560			-0.816667	-77.55		2008-04-02T00:00:00	2008-04-02T00:00:00					J. Homeier		0			
QCA91435	2297	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	debilis		Ecuador	Napo	Desconocido	Desconocido	Parque Nacional Sumaco-Galeras, southern slope of Sumaco volcano.	Parque Nacional Sumaco-Galeras, southern slope of Sumaco volcano. 0°49''' 77°32''' -0.816667,-77.5333 SW 1570 		1570			-0.816667	-77.5333		2006-04-14T00:00:00	2006-04-14T00:00:00					J. Homeier	2005-01-01T00:00:00	0			
QCA91449	2231	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	littlei		Ecuador	Napo	Desconocido	Desconocido	Cordillera de Guacamayos, ca. 6 km SE of Cosanga.	Cordillera de Guacamayos, ca. 6 km SE of Cosanga. 0°38''' 77°50''' -0.633333,-77.8333 SW 1990 		1990			-0.633333	-77.8333		2006-04-01T00:00:00	2006-04-01T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA9149	2201	Plantae	Tracheophyta	Liliopsida	Alismatales	Araceae	Anthurium	microspadix		Ecuador	Napo	Desconocido	Desconocido	Area of the Yanayacu Biological Station, 5 km SW of Cosanga.	Area of the Yanayacu Biological Station, 5 km SW of Cosanga. 0°36''' 77°53''' -0.6,-77.8833 SW 2060 		2060			-0.6	-77.8833		2006-03-30T00:00:00	2006-03-30T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA9150	2277	Plantae	Tracheophyta	Liliopsida	Alismatales	Araceae	Anthurium	microspadix		Ecuador	Napo	Archidona	Cotundo	Parque Nacional Sumaco-Galeras, southern slope of Sumaco volcano.	Parque Nacional Sumaco-Galeras, southern slope of Sumaco volcano. 0°34'0'' 77°35'0'' -0.566667,-77.5833 SW 2490 		2490		WGS 84	-0.576025	-77.61330399999997		2006-04-08T00:00:00	2006-04-08T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA92400	2420	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Agouticarpa	curviflora		Ecuador	Napo	Desconocido	Desconocido	Hakuna Matata private lodge, ca. 5 km NE of Archidona.	Hakuna Matata private lodge, ca. 5 km NE of Archidona. 0°53''' 77°5''' -0.883333,-77.0833 SW 1000 		1000			-0.883333	-77.0833		2006-10-15T00:00:00	2006-10-15T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA93334	2254	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Coussarea	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera de Guacamayos, ca 6 km SE of Cosanga.	Galeras, Cordillera de Guacamayos, ca 6 km SE of Cosanga. 0°38''' 77°50''' -0.633333,-77.8333 SW 1990 		1990			-0.633333	-77.8333		2006-04-01T00:00:00	2006-04-01T00:00:00					J. Homeier		0			
QCA93335	2340	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Coussarea	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galeras.	Galeras, Cordillera Galeras. 0°50''' 77°34''' -0.833333,-77.5667 SW 1080 		1080			-0.833333	-77.5667		2006-04-15T00:00:00	2006-04-15T00:00:00					J. Homeier		0			
QCA93348	2321	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Coussarea	acuminata		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galeras.	Galeras, Cordillera Galeras. 0°49.7'0'' 77°32.3'0'' -0.828333,-77.5383 SW 1560 		1560			-0.828333	-77.5383		2006-04-14T00:00:00	2006-04-14T00:00:00					J. Homeier		0			
QCA93361	2356	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Coussarea	brevicaulis		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°49''' 77°35''' -0.816667,-77.5833 SW 1060 		1060			-0.816667	-77.5833		2006-04-16T00:00:00	2006-04-16T00:00:00					J. Homeier		0			
QCA93414	2343	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Coussarea	ecuadorensis		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galeras. Río Chiriyacu.	Galeras, Cordillera Galeras. Río Chiriyacu. 0°50''' 77°34''' -0.833333,-77.5667 SW 1090 		1090			-0.833333	-77.5667		2006-05-15T00:00:00	2006-04-15T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA93419	2289	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Coussarea	klugii		Ecuador	Napo	Desconocido	Desconocido	Parque Nacional Sumaco Galeras, Cordillera Galeras.	Parque Nacional Sumaco Galeras, Cordillera Galeras. 0°49.66''' 77°33.82''' -0.827667,-77.5637 SW 1070 		1070			-0.827667	-77.5637		2006-04-13T00:00:00	2006-04-13T00:00:00					J. Homeier		0			
QCA93420	2350	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Coussarea	klugii		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°49'0'' 77°35'0'' -0.816667,-77.5833 SW 1060 		1060			-0.816667	-77.5833		2006-04-16T00:00:00	2006-04-16T00:00:00					J. Homeier		0			
QCA93476	2344	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Coussarea	pilosiflora		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galeras. Río Chiriyacu.	Galeras, Cordillera Galeras. Río Chiriyacu. 0°50'0'' 77°34'0'' -0.833333,-77.5667 SW 1090 		1090			-0.833333	-77.5667		2006-04-15T00:00:00	2006-04-15T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA93678	2312	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Elaeagia	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordiellera Galeras.	Cordiellera Galeras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1570 		1570			-0.833333	-77.5333		2006-04-14T00:00:00	2006-04-14T00:00:00					J. Homeier		0			
QCA93687	2237	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Elaeagia	mariae		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordilllera de Guacamayos, ca 6 km Se of Cosanga.	Galeras, Cordilllera de Guacamayos, ca 6 km Se of Cosanga. 0°38'0'' 77°50'0'' -0.633333,-77.8333 SW 1990 		1990			-0.633333	-77.8333		2006-04-01T00:00:00	2006-04-01T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA93688	3581	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Elaeagia	mariae		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galleras.	Cordillera Galleras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1600 		1600			-0.833333	-77.5333		2008-04-01T00:00:00	2008-04-01T00:00:00					J. Homeier		0			
QCA93689	3583	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Elaeagia	mariae		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galleras.	Galeras, Cordillera Galleras. 0°50''' 7°32''' -0.833333,-7.53333 SW 1600 		1600						2008-04-01T00:00:00	2008-04-01T00:00:00					J. Homeier		0			
QCA93695	2255	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Elaeagia	utilis		Ecuador	Napo	Desconocido	Desconocido	Southern slope of Sumaco volcano.	Southern slope of Sumaco volcano. 0°37''' 77°35''' -0.616667,-77.5833 SW 1590 		1590			-0.616667	-77.5833		2006-04-07T00:00:00	2006-04-07T00:00:00					J. Homeier		0			
QCA93746	2322	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Faramea	multiflora		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galeras.	Galeras, Cordillera Galeras. 0°49.7'0'' 77°32.3'0'' -0.828333,-77.5383 SW 1560 		1560			-0.828333	-77.5383		2006-04-14T00:00:00	2006-04-14T00:00:00					J. Homeier	2006-01-01T00:00:00	0			
QCA93868	3566	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Faramea	glandulosa		Ecuador	Napo	Desconocido	Desconocido	Parque Nacional Sumaco Galeras, Cordillera Galleras, lower montane rain forest.	Parque Nacional Sumaco Galeras, Cordillera Galleras, lower montane rain forest. 0°50'0'' 77°32'0'' -0.833333,-77.5333 SW 1560 		1560			-0.833333	-77.5333		2008-04-01T00:00:00	2008-04-01T00:00:00					J. Homeier		0			
QCA94046	2335	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Faramea	uniflora		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50''' 77°34''' -0.833333,-77.5667 SW 1160 		1160			-0.833333	-77.5667		2006-04-15T00:00:00	2006-04-15T00:00:00					J. Homeier		0			
QCA94880	2259	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Hippotis	mollis		Ecuador	Napo	Desconocido	Desconocido	Galeras, southern slope of Sumanco volcano.	Galeras, southern slope of Sumanco volcano. 0°37'0'' 77°35'0'' -0.616667,-77.5833 SW 1580 		1580			-0.616667	-77.5833		2006-04-07T00:00:00	2006-04-07T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA94930	2379	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Hoffmannia	longipetiolata		Ecuador	Napo	Desconocido	Desconocido	Cordillera de Guacamayos, 6km SE of Cosanga.	Cordillera de Guacamayos, 6km SE of Cosanga. 0°38'0'' 77°50'0'' -0.633333,-77.8333 SW 2000 		2000			-0.633333	-77.8333		2006-10-06T00:00:00	2006-10-06T00:00:00					J. Homeier	2009-01-01T00:00:00	0			
QCA95221	2293	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Ladenbergia	stenocarpa		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50''' 77°32''' -0.833333,-77.5333 SW 1570 		1570			-0.833333	-77.5333		2006-04-14T00:00:00	2006-04-14T00:00:00					J. Homeier		0			
QCA95514	2385	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Notopleura	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Cordillera de Guacamayos, ca. 6 km SE of Cosanga.	Cordillera de Guacamayos, ca. 6 km SE of Cosanga. 0°38'0'' 77°50'0'' -0.633333,-77.8333 SW 2010 		2010			-0.633333	-77.8333		2006-10-09T00:00:00	2006-10-09T00:00:00					J. Homeier		0			
QCA95717	4	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Notopleura	macrophylla		Ecuador	Napo	Desconocido	Desconocido	Cordillera de Guacamayos 6 km SE of Cosanga.	Cordillera de Guacamayos 6 km SE of Cosanga. 0°38''' 77°50''' -0.633333,-77.8333 SW 2100 		2100			-0.633333	-77.8333		2006-10-06T00:00:00	2006-10-06T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA95898	2254A	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Palicourea	Indeterminado		Ecuador	Napo	Desconocido	Desconocido	Southern slope of Sumaco volcano.	Southern slope of Sumaco volcano. 0°37''' 77°35''' -0.616667,-77.5833 SW 1590 		1590			-0.616667	-77.5833		2006-04-07T00:00:00	2006-04-07T00:00:00					J. Homeier		0			
QCA96272	2286	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Palicourea	demissa		Ecuador	Napo	Archidona	Cotundo	Galeras, southern slope of Sumaco volcano.	Galeras, southern slope of Sumaco volcano. 0°34''' 77°36''' -0.566667,-77.6 SW 2490 		2490		WGS 84	-0.576025	-77.61330199999998		2006-04-08T00:00:00	2006-04-08T00:00:00					J. Homeier		0			
QCA96374	2438	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Palicourea	guianensis		Ecuador	Napo	Desconocido	Desconocido	Hakuna Matata private lodge 5km NE of Archidona.	Hakuna Matata private lodge 5km NE of Archidona. 0°54'0'' 77°51'0'' -0.9,-77.85 SW 1030 		1030			-0.9	-77.85		2006-10-17T00:00:00	2006-10-17T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA96424	2220	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Palicourea	hospitalis		Ecuador	Napo	Desconocido	Desconocido	Cordillera de Guacamayos, ca. 6 km SE of Cosanga.	Cordillera de Guacamayos, ca. 6 km SE of Cosanga. 0°38'0'' 77°50'0'' -0.633333,-77.8333 SW 1970 		1970			-0.633333	-77.8333		2006-04-01T00:00:00	2006-04-01T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA96831	2221	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Palicourea	ulloana		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordilllera de Guacamayos.	Galeras, Cordilllera de Guacamayos. 0°38''' 77°50''' -0.633333,-77.8333 SW 1990 		1990			-0.633333	-77.8333		2006-04-01T00:00:00	2006-04-01T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA97000	2216	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Pentagonia	spathicalyx		Ecuador	Napo	Desconocido	Desconocido	Cordillera de Guacamayos, close to road Cosanga to Tena.	Cordillera de Guacamayos, close to road Cosanga to Tena. 0°40'0'' 77°48'0'' -0.666667,-77.8 SW 1500 		1500			-0.666667	-77.8		2006-03-31T00:00:00	2006-03-31T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA97048	2404	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Posoqueria	latifolia		Ecuador	Napo	Desconocido	Desconocido	Hakuna Matata private lodge, ca. 5 km NE of Archidona.	Hakuna Matata private lodge, ca. 5 km NE of Archidona. 0°54''' 77°51''' -0.9,-77.85 SW 1000 		1000			-0.9	-77.85		2006-10-15T00:00:00	2006-10-15T00:00:00					J. Homeier		0			
QCA97174	2225	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Psychotria	ottonis		Ecuador	Napo	Desconocido	Desconocido	Cordillera de Guacamayos, ca 6 km SE of Cosanga.	Cordillera de Guacamayos, ca 6 km SE of Cosanga. 0°38''' 77°50''' -0.633333,-77.8333 SW 1990 		1990			-0.633333	-77.8333		2006-04-01T00:00:00	2006-04-01T00:00:00					J. Homeier	2009-01-01T00:00:00	0			
QCA97175	2250	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Palicourea	quijosana		Ecuador	Napo	Desconocido	Desconocido	Galeras, southern slope of Sumanco volcano.	Galeras, southern slope of Sumanco volcano. 0°36'0'' 77°35'0'' -0.6,-77.5833 SW 1760 		1760			-0.6	-77.5833		2006-04-06T00:00:00	2006-04-06T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA97176	2391	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Palicourea	ottonculi		Ecuador	Napo	Desconocido	Desconocido	Cordillera de Guacamayos, ca 6 km SE of Cosanga.	Cordillera de Guacamayos, ca 6 km SE of Cosanga. 0°38''' 77°50''' -0.633333,-77.8333 SW 1980 		1980			-0.633333	-77.8333		2006-10-09T00:00:00	2006-10-09T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA97640	2337	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Psychotria	cuatrecasasii		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordilllera Galeras.	Galeras, Cordilllera Galeras. 0°50.3'0'' 77°33.6'0'' -0.838333,-77.56 SW 1180 		1180			-0.838333	-77.56		2006-04-15T00:00:00	2006-04-15T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA97752	2211	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Palicourea	galerasana		Ecuador	Napo	Desconocido	Desconocido	Cordillera de Guacamayos, close to road Cosanga to Tena.	Cordillera de Guacamayos, close to road Cosanga to Tena. 0°40''' 77°48''' -0.666667,-77.8 SW 1490 		1490			-0.666667	-77.8		2006-03-31T00:00:00	2006-03-31T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA97753	2327	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Psychotria	fusiformis		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50''' 77°34''' -0.833333,-77.5667 SW 1140 		1140			-0.833333	-77.5667		2006-04-15T00:00:00	2006-04-15T00:00:00					J. Homeier		0			
QCA97754	2415	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Psychotria	fusiformis		Ecuador	Napo	Desconocido	Desconocido	Hakuna Matata private lodge, ca. 5 km NE of Archidona.	Hakuna Matata private lodge, ca. 5 km NE of Archidona. 0°54''' 77°51''' -0.9,-77.85 SW 920 		920			-0.9	-77.85		2006-10-15T00:00:00	2006-10-15T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA98056	2288	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Psychotria	ostreophora		Ecuador	Napo	Desconocido	Desconocido	Galeras, Cordillera Galleras.	Galeras, Cordillera Galleras. 0°49''' 77°33''' -0.816667,-77.55 SW 1050 		1050			-0.816667	-77.55		2006-04-13T00:00:00	2006-04-13T00:00:00					J. Homeier		0			
QCA98093	2428	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Psychotria	ownbeyi		Ecuador	Napo	Desconocido	Desconocido	Hakuna Matata private lodge, ca. 5 km NE of Archidona.	Hakuna Matata private lodge, ca. 5 km NE of Archidona. 0°54''' 77°51''' -0.9,-77.85 SW 1000 		1000			-0.9	-77.85		2006-10-16T00:00:00	2006-10-16T00:00:00					J. Homeier	2008-01-01T00:00:00	0			
QCA98112	2326	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Psychotria	pandensis		Ecuador	Napo	Desconocido	Desconocido	Cordillera Galeras.	Cordillera Galeras. 0°50''' 77°34''' -0.833333,-77.5667 SW 1160 		1160			-0.833333	-77.5667		2006-04-15T00:00:00	2006-04-15T00:00:00					J. Homeier		0			
